Title,Authors,Category_en,weighted_average
Fekhai Makalat-3rd Volium (5-6 chunk) (hardcover),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['islamic rules and masayel'],1.8707254841684606
"Land Survey Law and Tribunal-18th, 2013",['mohammad abul khair'],['documentary law'],1.3869891040748714
Children's story,['muhammad rukun-uz-zaman ratan'],['child-teenage story'],1.8707254841684606
Charlie Chaplin is not a joker,['momtazuddin ahmad'],['contemporary novel'],1.8707254841684606
Brave (Hardcover),['nasrin jahan'],['contemporary story'],1.8707254841684606
Nectar,['gautam kumar roy'],['environment and nature'],1.3869891040748714
"I see the signs of Allah, I am in his creation (hardcaver)",['ehsanul kabir (translator)'],['when 4-8: religious books'],1.8707254841684606
Easy Faith Easy Amal (Paperback),['maulana yunus'],['the help of islamic period and period'],1.3869891040748714
Biography of Vishabadi Prophet Muhammad (peace be upon him),['syed abul hasan ali rahi rah.'],['rasool in sita'],1.3869891040748714
Come on stage-1 (Hardcover),['muhammad jasim uddin'],"['speech, speech and advice compilation']",1.3869891040748714
Children's Rebit-1: Love for country (Paperback),['mushtaq ahmed'],['child-teenage story'],1.3869891040748714
Islamic Bank's history Islamic Economics and Banking (Paperback),['dr.mohammadkamruzzaman'],['islamic economy and business trade'],1.8707254841684606
Decisions of Criminal Side,['justice siddiqur rahman miah'],['criminal law topics'],1.8707254841684606
The question of Deoband movement in the north,['maulana ahur rahman'],['islamic sawal-jawab'],1.3869891040748714
Problems in philosophy (hardcover),['bertrand russell'],['translation: philosophy'],1.8707254841684606
Bar Khul Khutba,['maulana shamsul haque'],['the help of islamic period and period'],1.3869891040748714
Best Poetry (Hardcover),['samar sen'],['poetry compilation and whole'],1.8707254841684606
64 district travel (hardcover),['md. shihab uddin bhuiyan'],['india tour'],1.8707254841684606
Butterfly (Paperback),['rafiqur rashid'],['when age 8-12: novel'],1.8707254841684606
Literature and Culture,['rani saha of grace'],"['articles of art, culture and heritage']",1.3869891040748714
Look for losing yourself (hardcover),['atika begum rashi'],['bengali poetry'],1.8707254841684606
Doba life in water (hardcover),['asaduzzaman partnership'],['contemporary novel'],1.8707254841684606
Sukumar rhymes and poems whole (hardcover),['sukumar ray'],['poetry compilation and whole'],1.8707254841684606
Miracle duck (hardcover) on Sea Island,['hospitable judgment'],['science fiction'],1.8707254841684606
Simply (Hardcover),['rabindranath tagore'],['bengali poetry'],1.8707254841684606
Context: Nazrul (Hardcover),['dr.md. jafar ahmed (editor)'],"['literary, art and music personality']",1.8707254841684606
Come (Hardcover),['imdadul haque milon'],['contemporary novel'],1.3869891040748714
Prophet (peace be upon him) prayer and urgent dua (hardcover),['professor muhammad abdul jalil zia'],"['prayer, darood and yikar']",1.8707254841684606
Period-law (white),['jasim uddin mahmud'],['the help of islamic period and period'],1.9204464517959758
Feeling alone (hardcover),['saima sultana sultana'],['bengali poetry'],1.8707254841684606
Five Love Stories (Hardcover),['sunil gangopadhyay (nilolit)'],['romantic novel'],1.8707254841684606
My life-role (sixth volume) (Paperback),['mufti muhammad taki usmani'],['islam is religious personality'],1.3869891040748714
Koel and bees in scientific method (hardcover),['dr.saidur rahman'],"['duck, chicken and birds']",1.4975574195248347
Imam Gazzali RA.Action and philosophy (hardcover),['professor oluri rahman'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Island of Dakine (Hardcover),['shahidul islam'],['contemporary novel'],1.8965803873347684
Gold (hardcover),['rabindranath tagore'],['bengali poetry'],1.8707254841684606
Bangabandhu (hardcover) in tune and voice,['fazlul haque sarkar'],['music: miscellaneous'],1.8707254841684606
Puzzles (Hardcover),['shahnaz bulbul'],['contemporary novel'],1.580483656112307
Ajnma Birthgrad (Hardcover),['government mahbub'],['bengali poetry'],1.8707254841684606
The best four plays in the world (hardcover),['kabir chowdhury (translator)'],['translation: drama'],1.8707254841684606
People of mind,['imdadul haque milon'],['contemporary novel'],1.3869891040748714
Women's abuse (hardcover),['government shahabuddin ahmad'],['women and children'],1.8707254841684606
The story of animal birds-2 (hardcover),['muhammad farid uddin khan'],['children-teenagers: animals and animals'],1.6965803873347685
Prophet and children (Paperback),['at.z.m.shamsul alam'],['children-teenage: religious books'],1.8707254841684606
Amit,['bulban osman'],"[""children's novel""]",1.8707254841684606
Horrors (hardcover),['himel rahman'],['thriller'],1.580483656112307
Protests of Dhaka Division (Hardca),['saeed zaman'],"['quote, message, verse and proverb']",1.8707254841684606
Eye sand (hardcover),['rabindranath tagore'],['classical novel'],2.4981002151859824
Participation of misunderstanding -1 chunk (hardcover),['dr.ratan siddiqui (editor)'],['colonial and india division'],1.8707254841684606
The Alkimist (Hardcover),['paulo coelho'],['translation novel'],2.4981002151859824
Blind Detective (Hardcover),['iqbal khandaker'],['mystery and intelligence'],1.3869891040748714
Serial Teenage Story (Hardcover),['mohammad nasir ali'],['child-teenage story'],1.3869891040748714
Camellia talk (hardcover),['camelia'],"[""women's biography""]",1.9425446596304268
Indexing (practical),['mohammad kowacher ahmed'],['reference book'],1.8707254841684606
Caucasus Marriage (Hardcover),['imam shamil'],['translation: history and heritage'],1.9425446596304268
Teenage Musa Robin-Detective Volume-6 (Hardcover),['rakib hasan'],"[""children's teenage: mystery, detective, horror, thriller and adventure""]",1.4353627420842303
Journalism's forgotten chapter (hardcover),['unique hayat'],['media and journalism research and articles'],1.3869891040748714
Jessore journalism is a proud history of 150 years (hardcover),['shahadat hossain kabil'],['media and journalism research and articles'],1.8707254841684606
Fidel Castro (hardcover) in history,['nazmul haque nannu'],['historical personality'],1.3869891040748714
A dream is a country digital Bangladesh (Hardcover),['dr.hafeez muhammad hasan babu'],['bangladesh'],1.8707254841684606
The Brief History of Seven Killings (Hardcover),['marlon james'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",1.8707254841684606
People Kheko Alien,['kazi shafiq'],['science fiction'],3.0536557707415377
Einstein from Archimedes (Hardcor),['ashraful islam (editor)'],['scientist'],1.8707254841684606
Love diary (hardcover),['dulal mahmud'],['romantic novel'],1.580483656112307
Poet (Hardcover),['tarashankar bandyopadhyay'],['classical novel'],1.8707254841684606
Mother (Hardcover),['maxim gorky'],['translation novel'],1.8707254841684606
Poet (Hardcover),['tarashankar bandyopadhyay'],['classical novel'],1.3869891040748714
Boca Jola and foxes (Paperback),['upendra kishore roy chowdhury'],['child-teenage story'],1.8707254841684606
Gold greedy ghosts (hardcover),['rakib hasan'],['supernatural and ghost'],2.4981002151859824
Owen Cooking Instant Recipe (Hardcover),['rabeya begum baby (editor)'],['recipe'],1.8707254841684606
Grief Sindh,['mir mosharraf hossain'],['classical novel'],1.8707254841684606
Cake sweet breakfast cakes (hardcover),['tamanna zaman (editor)'],['recipe'],1.8707254841684606
Elections and politics of Islam (hardcover),['maulana mufti tajul islam'],"['islamic territory, governance and politics']",1.8707254841684606
The illuminated path of married life (hardcover),['md. abdullah al-masum'],['personal and family life'],1.8707254841684606
Waj (hardcover) of women's heavenly,['maulana zulfikar ahmad nodes'],['women related'],1.3869891040748714
The poet of the day (hardcover),['manik bandyopadhyay'],['classical novel'],1.3869891040748714
What is the grave pahali night or the first night of grave (hardcover),['maulana muhammad shahidul islam (editor)'],"['death, hereafter and paradise-hell']",1.8707254841684606
Badar desire (hardcover),['maulana sadek hussein'],['islamic novel'],1.9353627420842303
Baraka Bismillah (Paperback),['maulana monowar hossain surah'],['the help of islamic period and period'],1.4975574195248347
"Power Law, 2018 (Hardcover)",['advocate zakir uddin ahmed'],['documentary law'],1.8707254841684606
History of gene nation (hardcover),['maulana muhammad habibullah ashrafi'],['islamic miscellaneous books'],1.8707254841684606
Earthquake (Hardcover),['maulana tariq jamil'],"['invitation, tabligh, lecture, discussion and waj']",1.3869891040748714
Calava (Hardcover),['shaykh ahmad ibn ahmad kalavabi (r)'],['spirituality and sufism'],1.8707254841684606
Nurani full-fledged Mohammadi Mozfi Awafa Sharif,['maulana mohammad rafiqul islam'],['the help of islamic period and period'],1.3869891040748714
Bukhari Sharif (ended in 1-chunk) is small (hardcover),['imam muhammad ibn ismail bukhari (r)'],['hadith and sunnat'],1.9425446596304268
"In the light of the Quran Sunnah, your Prayer-1 (Hardcover)",['allama shah ahmad shafi da.'],"['salat ', ' prayer']",1.3869891040748714
Coastal agricultural (hardcover),['mrityunjoy roy'],['industry and agriculture of bangladesh'],1.3869891040748714
Right history (Khilafat of Abdullah bin Zubair) (Hardcover),['dr.ali muhammad as salabi'],['islam is religious personality'],1.9425446596304268
Sometime Darasul Quran-2 Volume (Paperback),['maulana shah alam khan farooqi'],['discussion of the quran'],1.8707254841684606
The obstacles in the way of Hedaite (Paperback),['shaikh abdul malik al qasim'],"['faith, believe and taowah']",1.8707254841684606
Non-story (hardcover),['sharmin mostaire'],['contemporary story'],1.8707254841684606
Deed Rating Practice (Paperback),['riazul hossain talukder (editor)'],['civil price & practice law'],1.3869891040748714
Nabiji tears (hardcover),['maulana abdul gani fabric'],['islamic miscellaneous books'],1.8707254841684606
Taikiah and Ihsan (Hardcover),['sayed abdul hai hasan ali river'],['islamic miscellaneous books'],1.3869891040748714
The Code Of Criminal Procedure (Hardcover),['m. a. wahab'],['criminal procedure'],1.8707254841684606
Meghdrash of Kalidas (Hardcover),['kalidas'],['translation poems'],1.8707254841684606
Legend (Hardcover),['marie lu'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",6.728994378558343
Education and Humanity's mother Sheikh Hasina (Hardcover),['lion jebin sultana kanta'],['political personality'],1.8707254841684606
Saheeh Nurani Punjegana Augifa (small) (Paperback),['shaikh al-hadis hazrat maulana mohammad zakaria (editor)'],"['dua, dud and mention']",1.580483656112307
Mufti Azam (Hardca) in Majalis,['hazrat maulana mufti muhammad shafi (ra)'],['muslim personality'],1.8707254841684606
Goldfish (Hardcover),['mahfuz siddiqui himalayan'],['diary and correspondence compilation'],1.9391649337263341
Blood paints (hardcover),['abdullah al masum'],['islamic history and heritage'],1.8707254841684606
Fairly lost youth you come back (hardcover),['ustad muhammadullah al-muhajir'],['islamic books: self-development'],1.8707254841684606
Islam versus foreign imitation (hardcover),['hakimul islam kari muhammad taeb rah'],['islam is the context'],2.4981002151859824
When the story cries - b (hardcover),['mustafiz ibn anir'],['islamic story'],1.8707254841684606
The C Chase (Paperback),['andrew gear'],['translation novel'],1.8707254841684606
Listen to the last hero of Granada (Hardcover),['s.wazed ali'],['islam is religious personality'],1.8707254841684606
Teenage Classic: Galivosh Travels (Hardcover),['jonathan swift'],['translation: classical book'],1.8707254841684606
Scientist (hardcover) at home,['mamun abdul qayyum'],['science project'],1.6965803873347685
The scholars say (hardcover),['allama iqbal quraishi (ra)'],"['invitation, tabligh, lecture, discussion and waj']",1.4975574195248347
Five medicines (Paperback),['maulana muhammad abdul bari (ra)'],['spirituality and sufism'],1.8707254841684606
The simple way of liberation or release (large size),['juri abul laura samarakandi (ra)'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
Textile Raw Materials - 1 (Polymer Science) (Paperback),['d.mashair rahman'],['textile technology'],1.4353627420842303
Science and Technology Plus (Paperback),['shankar mandal'],['admission guide to the department of science'],1.8707254841684606
Sahih Nurani Quran Sharif (30 park set) (White Print),['bad comtrints and publications (editors)'],['conscience quran'],1.9261288480962633
Justice Syed Mahbub Morshed A Portrait Profile (Hardcover),['shah mohammed khurshid mother'],['historically renowned persons'],1.8707254841684606
The Quran the Great War and the West (Paperback),['imran n. hosein'],"['islamic research, criticism and article']",1.3869891040748714
Cursed soul (horror novel) (hardcover),['mushtaq ahmed'],['supernatural and ghost'],1.4353627420842303
Rosemary's Baby (Hardcover),['ira levin'],['translation novel'],1.8707254841684606
Bangladesh (hardcover) in NGOs Christianism,['hafez maulana belal hossain habibi'],"['islamic research, criticism and essay']",1.3869891040748714
Conversation Selina Hossain (Hardcover),['fazlul huq beach (editor)'],"[""women's biography""]",1.3869891040748714
Hisnul Muslim (Paperback),['saeed ibn ali al-qahtani'],"['prayer, darood and yikar']",1.8707254841684606
Mastering Utility (Paperback),['ck nazmul'],['software'],1.3869891040748714
Bengali Hayatul Haiawan - the first chunk (hardcave),['allama kamal uddin damari ra.'],['islamic miscellaneous books'],1.3869891040748714
Muslims (hardcables) in the country of conspiracy,['muhammad siddique'],"['islamic research, criticism and essay']",1.8707254841684606
Saheeh Nurani Full Awaipha Sharif (Paperback),['maulana aminul islam (editor)'],"['dua, dud and mention']",1.8707254841684606
Railway Recruitment Guide (Paperback),['mohammad ali'],['miscellaneous'],1.8707254841684606
Land acquisition method,['vivekananda government'],['properties law'],1.8707254841684606
Adabul Muasharat (Hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islamic rules and masayel'],1.8707254841684606
In Riyadus (first chunk) (hardcover),['allama imam nababi rah'],['hadith and sunnat'],1.3869891040748714
Sahih Prayer and Dawah Education (Paperback),['h.m.abu akib (editor)'],"['prayer, darood and yikar']",1.8707254841684606
